РК;Аптека;Код АП;Товар;Штрих;Серия;срок годности;Номер;Дата;Дата ввода КИЗа;Статус;SGTIN;Код ошибки;Ошибка;Схема;Номер поставщика;Дата поставщика;Поставщик;Ошибка КИЗа;Задвоение;Интернет-заказ;Продажа;GSPO;Комментарий ГСПО;Уникальный код;MD аптеки;MD поставщика;Start;PUT;VER;Size;ГИС МТ
" Югра_ООО ""Ригла"" "; хмнАпт 157 ; 68541 ; Калия перманганат пор. 15г ; 2015704387102 ; 10224 ;01.01.2029; 86157/ПН-00010526 ;28.08.2024;28.08.2024; HOLD ; 0460398801321391KG0B02199G2 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; ЕКТ01930308 ;26.08.2024; Пульс, Югра ; OK ; OK ; NULL ; OK ; 88 ;уведомление 601 содержит SSCC а не SGTIN; C0D5714D-9AC7-4859-B3B5-E0E8FE489D02 ; 00000000495344 ; 00000000305734 ; 2024-10-11 06:19:19.997 ; 86A-0157SRV.apt.rigla.ru,8703 -d Rigla_86157 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Югра_ООО ""Ригла"" "; хмнАпт 184 ; 112584 ; Новаринг кольцо вагинальное 0,12мг/0,015мг с аппликатором №1 ; 2001842204111 ; A106144 ;06.11.2026; 86184/ПН-00032190 ;10.10.2024;10.10.2024; HOLD ; 046402038200271000000623333 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315443265-001 ;10.10.2024; Филиал Протек-40, Сургут ; OK ; OK ; protek.ru/42493624 ; OK ; NULL ;нет дополнительной информации; 05D8A714-16BF-4F69-B608-3312047E30DB ; 00000000371463 ; 00000000000404 ; 2024-10-11 06:19:30.087 ; 86A-0184SRV.apt.rigla.ru,8703 -d Rigla_86184 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Югра_ООО ""Ригла"" "; хмнАпт 184 ; 15179 ; Инсулин НовоРапид ФлексПен шприц-ручка р-р для ин. 100ЕД/мл 3мл №5 ; 2001842203985 ; 0620424 ;30.09.2026; 86184/ПН-00032183 ;10.10.2024;10.10.2024; HOLD ; 057122491085572112308170171 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315314844-001 ;10.10.2024; Филиал Протек-40, Сургут ; OK ; OK ; protek.ru/42433864 ; OK ; NULL ;нет дополнительной информации; A71AD793-59A5-417B-A017-BE141AF1A920 ; 00000000371463 ; 00000000000404 ; 2024-10-11 06:19:30.057 ; 86A-0184SRV.apt.rigla.ru,8703 -d Rigla_86184 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Югра_ООО ""Ригла"" "; хмнАпт 184 ; 15179 ; Инсулин НовоРапид ФлексПен шприц-ручка р-р для ин. 100ЕД/мл 3мл №5 ; 2001842203985 ; 0620424 ;30.09.2026; 86184/ПН-00032183 ;10.10.2024;10.10.2024; HOLD ; 057122491085572153116066585 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315314844-001 ;10.10.2024; Филиал Протек-40, Сургут ; OK ; OK ; protek.ru/42433864 ; OK ; NULL ;нет дополнительной информации; AF6A0C16-EE13-4931-80A6-691850731D32 ; 00000000371463 ; 00000000000404 ; 2024-10-11 06:19:30.057 ; 86A-0184SRV.apt.rigla.ru,8703 -d Rigla_86184 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Югра_ООО ""Ригла"" "; хмнАпт 184 ; 15179 ; Инсулин НовоРапид ФлексПен шприц-ручка р-р для ин. 100ЕД/мл 3мл №5 ; 2001842203985 ; 0620424 ;30.09.2026; 86184/ПН-00032183 ;10.10.2024;10.10.2024; HOLD ; 057122491085572237688747168 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315314844-001 ;10.10.2024; Филиал Протек-40, Сургут ; OK ; OK ; protek.ru/42433864 ; OK ; NULL ;нет дополнительной информации; C515AF7B-57D6-4173-9C7B-BCCB8EBD841A ; 00000000371463 ; 00000000000404 ; 2024-10-11 06:19:30.057 ; 86A-0184SRV.apt.rigla.ru,8703 -d Rigla_86184 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Югра_ООО ""Ригла"" "; хмнАпт 184 ; 15179 ; Инсулин НовоРапид ФлексПен шприц-ручка р-р для ин. 100ЕД/мл 3мл №5 ; 2001842203985 ; 0620424 ;30.09.2026; 86184/ПН-00032183 ;10.10.2024;10.10.2024; HOLD ; 057122491085572862609921224 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315314844-001 ;10.10.2024; Филиал Протек-40, Сургут ; OK ; OK ; protek.ru/42433864 ; OK ; NULL ;нет дополнительной информации; AA38A3D0-3E15-4111-81BC-BBBEF8EB4132 ; 00000000371463 ; 00000000000404 ; 2024-10-11 06:19:30.057 ; 86A-0184SRV.apt.rigla.ru,8703 -d Rigla_86184 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Югра_ООО ""Ригла"" "; хмнАпт 189 ; 134387 ; Квинсента р-р для п/к введ. 0,25/0,5 мг/доза 1,5мл шприц-ручка №1 с иглами №6 ; 2001896854768 ; 0050724A010 ;31.07.2027; 86189/ПН-00020786 ;10.10.2024;10.10.2024; HOLD ; 046070692251060elbmTCrGQfKA ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315441916-001 ;10.10.2024; Филиал Протек-40, Сургут ; OK ; OK ; protek.ru/42492563 ; OK ; NULL ;нет дополнительной информации; 413D61CE-215D-497D-A5D3-76BCCEAB65FE ; 00000000371465 ; 00000000000404 ; 2024-10-11 06:19:56.313 ; 86A-0189SRV.apt.rigla.ru,8703 -d Rigla_86189 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Югра_ООО ""Ригла"" "; хмнАпт 189 ; 119220 ; Зеркалин интенсив гель для наруж.прим. 0,05+0,01/г 25г ; 2001896854751 ; 0954 ;30.04.2026; 86189/ПН-00020785 ;10.10.2024;10.10.2024; HOLD ; 03856013228576MGNH22VS8R9TF ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315484551-001 ;10.10.2024; Филиал Протек-40, Сургут ; OK ; OK ; protek.ru/42509611 ; OK ; NULL ;нет дополнительной информации; 5B50042D-130C-471D-9F05-50F8F45210A1 ; 00000000371465 ; 00000000000404 ; 2024-10-11 06:19:56.283 ; 86A-0189SRV.apt.rigla.ru,8703 -d Rigla_86189 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Югра_ООО ""Ригла"" "; хмнАпт 272 ; 4998750 ; Целекоксиб-Виал капс. 200мг №30 ; 2002722785577 ; CXC-2312 ;30.06.2026; 86272/ПН-00004968 ;07.10.2024;07.10.2024; HOLD ; 08901783008202CbAaIIuS4ip26 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 313427194-001 ;05.10.2024; Филиал Протек-40, Сургут ; OK ; OK ; protek.ru/41900665 ; OK ; 90 ;SGTIN в обороте или продан у другого юр лица, не у поставщика и не у аптеки покупателя; 319DCC4C-1FDD-470B-9AB0-298201983A84 ; 00000000490196 ; 00000000000404 ; 2024-10-11 06:23:04.800 ; 86A-0272SRV.apt.rigla.ru,8703 -d Rigla_86272 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Югра_ООО ""Ригла"" "; хмнАпт 320 ; 20632 ; Депантол супп.ваг. №10 ; 2003200560532 ; 150424 ;31.03.2026; 89320/ПН-00000068 ;10.10.2024;10.10.2024; HOLD ; 04601026308918W03FA0GHCP0UW ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 314097878-001 ;28.09.2024; Филиал Протек-40, Сургут ; OK ; OK ; protek.ru/42065336 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; A7EF9C23-F4BA-40EF-8A6C-17999A6BA90D ; 00000000542516 ; 00000000000404 ; 2024-10-11 06:24:57.197 ; 89A-0320SRV.apt.rigla.ru,8703 -d Rigla_89320 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Югра_ООО ""Ригла"" "; хмнАпт 320 ; 3032512 ; Кардиомагнил таб. п/о плен. 75мг +15,2мг №100 ; 2003200560570 ; 00560324 ;28.02.2027; 89320/ПН-00000071 ;10.10.2024;10.10.2024; HOLD ; 046021560009941263088642687 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 313402682-001 ;28.09.2024; Филиал Протек-40, Сургут ; OK ; OK ; protek.ru/41895194 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 0763668A-6504-4568-ADB3-4399E04C1B01 ; 00000000542516 ; 00000000000404 ; 2024-10-11 06:24:57.383 ; 89A-0320SRV.apt.rigla.ru,8703 -d Rigla_89320 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Югра_ООО ""Ригла"" "; хмнАпт 320 ; 100076 ; Дезринит спрей наз.дозированный 50мкг/доза 18г 140доз №1 ; 2003200560556 ; 100054932 ;30.11.2025; 89320/ПН-00000069 ;10.10.2024;10.10.2024; HOLD ; 085947372558161038336888098 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 313148579-001 ;28.09.2024; Филиал Протек-40, Сургут ; OK ; OK ; protek.ru/41802610 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; E9EF4AFF-8D04-4B84-A269-47284A0858E7 ; 00000000542516 ; 00000000000404 ; 2024-10-11 06:24:57.230 ; 89A-0320SRV.apt.rigla.ru,8703 -d Rigla_89320 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Югра_ООО ""Ригла"" "; хмнАпт 320 ; 123183 ; Суматриптан реневал таб.п/о плен. 100мг №10 ; 2003200560587 ; 20624 ;31.05.2027; 89320/ПН-00000071 ;10.10.2024;10.10.2024; HOLD ; 04603988042404F3HB7572I5FBA ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 313402682-001 ;28.09.2024; Филиал Протек-40, Сургут ; OK ; OK ; protek.ru/41895194 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 1A3EE2B1-1CDD-4C4E-B252-4DB5B992DC23 ; 00000000542516 ; 00000000000404 ; 2024-10-11 06:24:57.383 ; 89A-0320SRV.apt.rigla.ru,8703 -d Rigla_89320 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Югра_ООО ""Ригла"" "; хмнАпт 320 ; 4478540 ; Голдлайн Плюс капс. 10мг №30 ; 2003200560563 ; 020424 ;31.03.2026; 89320/ПН-00000070 ;10.10.2024;10.10.2024; HOLD ; 046600077031420000016387159 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 313955255-001 ;28.09.2024; Филиал Протек-40, Сургут ; OK ; OK ; protek.ru/42025418 ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 69CCB113-1E1B-4297-89C5-95EE3BF02299 ; 00000000542516 ; 00000000000404 ; 2024-10-11 06:24:57.420 ; 89A-0320SRV.apt.rigla.ru,8703 -d Rigla_89320 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Волгоград_ООО ""Ригла"" "; сртАпт 159 ; 119664 ; Нафтизин капли наз. 0,1% 15мл ; 2001592262638 ; 08082024 ;31.08.2027; 34159/ПН-00010127 ;10.10.2024;10.10.2024; HOLD ; 046039330079840001000490370 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315863655-001 ;10.10.2024; Протек-44 (Волгоград,Астрахань) ; OK ; OK ; protek.ru/560955577 ; OK ; NULL ;нет дополнительной информации; 4F6A27D4-9A77-4A96-B6F9-09BDBA4C19EB ; 00000000509657 ; 00000000148977 ; 2024-10-11 04:29:59.070 ; 34A-0159SRV.apt.rigla.ru,8703 -d Rigla_34159 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Волгоград_ООО ""Ригла"" "; сртАпт 159 ; 119664 ; Нафтизин капли наз. 0,1% 15мл ; 2001592262638 ; 08082024 ;31.08.2027; 34159/ПН-00010127 ;10.10.2024;10.10.2024; HOLD ; 046039330079840001000498661 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315863655-001 ;10.10.2024; Протек-44 (Волгоград,Астрахань) ; OK ; OK ; protek.ru/560955577 ; OK ; NULL ;нет дополнительной информации; DD792F1B-CEB5-493F-8ECA-0C50CA2DD1A8 ; 00000000509657 ; 00000000148977 ; 2024-10-11 04:29:59.070 ; 34A-0159SRV.apt.rigla.ru,8703 -d Rigla_34159 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Волгоград_ООО ""Ригла"" "; сртАпт 159 ; 119664 ; Нафтизин капли наз. 0,1% 15мл ; 2001592262638 ; 08082024 ;31.08.2027; 34159/ПН-00010127 ;10.10.2024;10.10.2024; HOLD ; 046039330079840001000490324 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315863655-001 ;10.10.2024; Протек-44 (Волгоград,Астрахань) ; OK ; OK ; protek.ru/560955577 ; OK ; NULL ;нет дополнительной информации; 41F79BB6-223B-43FB-AA01-0FAE58B4298B ; 00000000509657 ; 00000000148977 ; 2024-10-11 04:29:59.070 ; 34A-0159SRV.apt.rigla.ru,8703 -d Rigla_34159 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Волгоград_ООО ""Ригла"" "; сртАпт 159 ; 119664 ; Нафтизин капли наз. 0,1% 15мл ; 2001592262638 ; 08082024 ;31.08.2027; 34159/ПН-00010127 ;10.10.2024;10.10.2024; HOLD ; 046039330079840001000489600 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315863655-001 ;10.10.2024; Протек-44 (Волгоград,Астрахань) ; OK ; OK ; protek.ru/560955577 ; OK ; NULL ;нет дополнительной информации; 06F61C6F-F3FE-45E6-BC9E-1F6E708F8F57 ; 00000000509657 ; 00000000148977 ; 2024-10-11 04:29:59.070 ; 34A-0159SRV.apt.rigla.ru,8703 -d Rigla_34159 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Волгоград_ООО ""Ригла"" "; сртАпт 159 ; 119664 ; Нафтизин капли наз. 0,1% 15мл ; 2001592262638 ; 08082024 ;31.08.2027; 34159/ПН-00010127 ;10.10.2024;10.10.2024; HOLD ; 046039330079840001000490075 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315863655-001 ;10.10.2024; Протек-44 (Волгоград,Астрахань) ; OK ; OK ; protek.ru/560955577 ; OK ; NULL ;нет дополнительной информации; F050E6C2-0370-4A73-9B3E-1FC9044D468C ; 00000000509657 ; 00000000148977 ; 2024-10-11 04:29:59.070 ; 34A-0159SRV.apt.rigla.ru,8703 -d Rigla_34159 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Волгоград_ООО ""Ригла"" "; сртАпт 159 ; 119664 ; Нафтизин капли наз. 0,1% 15мл ; 2001592262638 ; 08082024 ;31.08.2027; 34159/ПН-00010127 ;10.10.2024;10.10.2024; HOLD ; 046039330079840001000498669 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315863655-001 ;10.10.2024; Протек-44 (Волгоград,Астрахань) ; OK ; OK ; protek.ru/560955577 ; OK ; NULL ;нет дополнительной информации; AD70EF7D-8A73-4CD3-AB3F-30276F600176 ; 00000000509657 ; 00000000148977 ; 2024-10-11 04:29:59.070 ; 34A-0159SRV.apt.rigla.ru,8703 -d Rigla_34159 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Волгоград_ООО ""Ригла"" "; сртАпт 159 ; 119664 ; Нафтизин капли наз. 0,1% 15мл ; 2001592262638 ; 08082024 ;31.08.2027; 34159/ПН-00010127 ;10.10.2024;10.10.2024; HOLD ; 046039330079840001000490332 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315863655-001 ;10.10.2024; Протек-44 (Волгоград,Астрахань) ; OK ; OK ; protek.ru/560955577 ; OK ; NULL ;нет дополнительной информации; AAFC60C5-0093-44EE-BFA3-38317BFB58FF ; 00000000509657 ; 00000000148977 ; 2024-10-11 04:29:59.070 ; 34A-0159SRV.apt.rigla.ru,8703 -d Rigla_34159 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Волгоград_ООО ""Ригла"" "; сртАпт 159 ; 119664 ; Нафтизин капли наз. 0,1% 15мл ; 2001592262638 ; 08082024 ;31.08.2027; 34159/ПН-00010127 ;10.10.2024;10.10.2024; HOLD ; 046039330079840001000490340 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315863655-001 ;10.10.2024; Протек-44 (Волгоград,Астрахань) ; OK ; OK ; protek.ru/560955577 ; OK ; NULL ;нет дополнительной информации; A586921B-9B7E-4D30-BF80-3AFFDA6EDA23 ; 00000000509657 ; 00000000148977 ; 2024-10-11 04:29:59.070 ; 34A-0159SRV.apt.rigla.ru,8703 -d Rigla_34159 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Волгоград_ООО ""Ригла"" "; сртАпт 159 ; 119664 ; Нафтизин капли наз. 0,1% 15мл ; 2001592262638 ; 08082024 ;31.08.2027; 34159/ПН-00010127 ;10.10.2024;10.10.2024; HOLD ; 046039330079840001000498987 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315863655-001 ;10.10.2024; Протек-44 (Волгоград,Астрахань) ; OK ; OK ; protek.ru/560955577 ; OK ; NULL ;нет дополнительной информации; 4EE862E0-8216-4D49-B220-40AAAA0C8DC6 ; 00000000509657 ; 00000000148977 ; 2024-10-11 04:29:59.070 ; 34A-0159SRV.apt.rigla.ru,8703 -d Rigla_34159 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Волгоград_ООО ""Ригла"" "; сртАпт 159 ; 119664 ; Нафтизин капли наз. 0,1% 15мл ; 2001592262638 ; 08082024 ;31.08.2027; 34159/ПН-00010127 ;10.10.2024;10.10.2024; HOLD ; 046039330079840001000489616 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315863655-001 ;10.10.2024; Протек-44 (Волгоград,Астрахань) ; OK ; OK ; protek.ru/560955577 ; OK ; NULL ;нет дополнительной информации; 8AD045E2-92C0-4F1B-B42B-40E21E0DF950 ; 00000000509657 ; 00000000148977 ; 2024-10-11 04:29:59.070 ; 34A-0159SRV.apt.rigla.ru,8703 -d Rigla_34159 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Волгоград_ООО ""Ригла"" "; сртАпт 159 ; 119664 ; Нафтизин капли наз. 0,1% 15мл ; 2001592262638 ; 08082024 ;31.08.2027; 34159/ПН-00010127 ;10.10.2024;10.10.2024; HOLD ; 046039330079840001000490349 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315863655-001 ;10.10.2024; Протек-44 (Волгоград,Астрахань) ; OK ; OK ; protek.ru/560955577 ; OK ; NULL ;нет дополнительной информации; B866D6E6-C931-435C-9CC6-41B9C4E979DF ; 00000000509657 ; 00000000148977 ; 2024-10-11 04:29:59.070 ; 34A-0159SRV.apt.rigla.ru,8703 -d Rigla_34159 -U sa -P efarma2 ; 29 ; ЛС ; NULL
